sr_no,work_category,work,state,ida,mp,constituency,work_description,recommended_date,recommended_amount,sanction_date
2391,Normal/Others,WS/MP18152/2024-2025/140061-Providing drains and gutters for public drainage,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),RCC Pipeline for disposal of water,2024-09-09,400000.0,2024-12-12
2392,Normal/Others,"WS/MP18152/2024-2025/140062-Construction of roads, link roads, pathways or any other road with or without drainage system",Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Laying of interlock tiles in various Streets.,2024-09-09,500000.0,2024-12-20
2393,Normal/Others,WS/MP18328/2024-2025/140063-Development of playground,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,"Development of Playground along with protection wall Near Sheed Samark at GSSS Gopalpur, District Mandi HP Work Execute By- BDO Gopalpur.",2024-09-09,200000.0,2024-11-18
2394,Normal/Others,WS/MP18152/2024-2025/140064-Providing drains and gutters for public drainage,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Pipeline for Disposal Of Water,2024-09-09,300000.0,2024-12-12
2395,Normal/Others,WS/MP18152/2024-2025/140065-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of fixed garden gym equipment,2024-09-09,300000.0,2024-12-03
2396,Normal/Others,WS/MP18152/2025-2026/140067-Purchase of mobile water tankers,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Purchase of mobile water tankers,2024-09-09,200000.0,2025-04-16
2397,Normal/Others,"WS/MP423/2024-2025/140068-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,Construction of CC Road with Drain from Holding No. X-64 to X-99 Khaldhari Road. (75 mtr),2024-09-17,497670.0,2024-12-12
2398,Normal/Others,"WS/MP18321/2024-2025/140088-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Gujarat,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,Purchase of Equipment Hearing Aids for Deaf And Dump Children At word No 6 School,2024-09-09,1296000.0,2024-09-12
2399,Normal/Others,"WS/MP18051/2024-2025/140095-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA),ROOP KUMARI CHOUDHARY,MAHASAMUND,c c road nirman gram panchayat dabpali,2024-09-09,500000.0,2024-11-26
2400,Normal/Others,WS/MP691/2024-2025/140096-Fitting of Sitting RCC Benches in Public Places,Maharashtra,JALGAON(DISTRICT COLLECTOR JALGAON_IDA),Smt Raksha Nikhil Khadse,RAVER,Mauje Bodwad Bodwad District Seating Arrangment at various places for inner city citizens in Jalgaon.,2024-09-09,2999928.0,2024-09-09
2401,Normal/Others,"WS/MP18228/2024-2025/140103-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),GRAM PANCHAYAT LAHANGPUR (ATAHANU) BLOCK JALALPUR ME PREM PRAKASH K GHAR SE BAHADUR RAJBHAR K GHAR HOTE HUYE VARANASI BORDER TAK SOLING K UPPER C C ROAD 780 METTERS,2024-09-09,3646225.0,2024-10-01
2402,Normal/Others,WS/MP517/2024-2025/140104-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"1- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install as sr no 1,2,3,4,6,7,19,22,24,31",2024-09-10,2489504.0,2024-10-19
2403,Normal/Others,WS/MP517/2024-2025/140105-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"2- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install in block Pinahat as par sr no 32,33,34,38,39,43,46,47,",2024-09-10,1991603.0,2024-10-19
2404,Normal/Others,WS/MP517/2024-2025/140106-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"2- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install in block Pinahat as par sr no 5,8,9,10,11,12,18,20,21,23",2024-09-10,2489504.0,2024-10-19
2405,Normal/Others,WS/MP517/2024-2025/140107-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"4- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install in block Pinahat as par sr no 26,28,30,40,41,42,44,45,48,49",2024-09-10,2489258.0,2024-10-19
2406,Normal/Others,WS/MP517/2024-2025/140108-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"2- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install in block Pinahat as par sr no 13,14,15,16,17,25,27,29,35,36",2024-09-10,2489258.0,2024-10-19
2407,Normal/Others,WS/MP517/2024-2025/140109-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"2- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install in block Pinahat as par sr no 37,50",2024-09-10,497798.0,2024-10-19
2408,Normal/Others,WS/MP18245/2024-2025/140125-Purchase of mobile water tankers,West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),BAG MITALI,ARAMBAG(SC),Purchase of 2 Nos. mobile water tankers at Hazipur GP under Goghat-II Dev. Block,2024-10-29,500000.0,2025-02-04
2409,Normal/Others,"WS/MP18245/2024-2025/140126-Purchase of ambulances (Four, three and two wheelers)",West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),BAG MITALI,ARAMBAG(SC),PURCHASE OF AMBULANCES MAHINDRA BOLERA NEO+ (AC) WITH AXIGEN CYLINDER AT HAZIPUR GP UNDAR GOGHAT-II DEV. BLOCK,2024-10-29,1420000.0,2025-03-19
2410,Normal/Others,"WS/MP18161/2024-2025/140128-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,Deeg(DISTRICT COLLECTOR Deeg_IDA),SANJNA JATAV,BHARATPUR(SC),WBM gravel sadak nieman karya kalu jatav ke ghar se nijja ke ghar ki or gram sadpuri work agency gp sadpuri,2024-09-09,300000.0,2024-12-20
2411,Normal/Others,"WS/MP18161/2024-2025/140129-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,Deeg(DISTRICT COLLECTOR Deeg_IDA),SANJNA JATAV,BHARATPUR(SC),interlocking int kharnja with nali nirman karya aaro plant se panchayat bhavan ki or gram punay work agency gp punay,2024-09-09,300000.0,2025-01-24
2412,Normal/Others,"WS/MP18253/2024-2025/140130-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),BAPI HALDAR,MATHURAPUR(SC),CONSTRUCTION OF CC ROAD WITH PAILING FROM SAIDULLA FAKIR HOUSE TO BABUJAN FAKIR HOUSE VIA JOHORA BIBI HOUSE,2024-09-15,499073.0,2025-02-18
2413,Normal/Others,"WS/MP18253/2024-2025/140131-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),BAPI HALDAR,MATHURAPUR(SC),CONSTRUCTION OF CC ROAD FROM CHANDER MULA TO SAHANUJ PAIK HOUSE,2024-09-15,500000.0,2025-03-28
2414,Normal/Others,"WS/MP18253/2024-2025/140132-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),BAPI HALDAR,MATHURAPUR(SC),CONSTRUCTION OF CC ROAD WITH PAILING FROM BHAGABAN PUR KACHARI MORE TO YOURUCH NAIYA HOUSE VIA SAFIULL GAZI SHOP,2024-09-15,499627.0,2024-12-10
2415,Normal/Others,"WS/MP18253/2024-2025/140133-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),BAPI HALDAR,MATHURAPUR(SC),CONSTRUCTION OF CC ROAD WITH PAILING FROM DAKSHIN HARINDANGA BLACK TOP ROAD TO MANNAN MOLLA HOUSE VIA KHALID REJOYAN HOUSE,2024-09-15,499758.0,2024-12-10
2416,Normal/Others,"WS/MP18253/2024-2025/140134-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),BAPI HALDAR,MATHURAPUR(SC),CONSTRUCTION OF CC ROAD FROM HALDER PARA MOSJID TO SHIULIPARA BATHING GHAT,2024-09-15,249969.0,2024-12-10
2417,Normal/Others,"WS/MP18253/2024-2025/140135-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),BAPI HALDAR,MATHURAPUR(SC),CONSTRUCTION OF CC ROAD FROM SAJAHAN SHOP TO KOLONI MOSJID,2024-09-15,249909.0,2024-12-10
2418,Normal/Others,WS/MP719/2024-2025/140136-Construction of community centers and community halls,Rajasthan,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,"Construction of public open community hall in Ruvaldada Shiv chowk in village Govaliya, Gram panchayat Tilora",2024-09-10,490801.0,2024-11-28
2419,Normal/Others,"WS/MP18236/2025-2026/140139-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),CHHOTELAL,ROBERTSGANJ(SC),Construction of culvert in the middle of village Naudiha Block Nagwa,2024-09-10,1000000.0,2025-04-02
2420,Normal/Others,WS/MP18236/2024-2025/140140-Construction of rooms and halls in school and colleges,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),CHHOTELAL,ROBERTSGANJ(SC),"Construction of a room in Rana Pratap Small Secondary School Lohara Sukrit Sonbhadra, Block Karma",2024-09-10,700000.0,2025-03-20
2421,Normal/Others,WS/MP405/2024-2025/140141-Improvement of electricity distribution infrastructure,Andhra Pradesh,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Balashowry Vallabbhaneni,MACHILIPATNAM,mprovement of electrical distribution infrastructure at Ullipalem of Koduru Mandal in Krishna District,2024-09-10,297000.0,2025-01-20
2422,Normal/Others,WS/MP405/2025-2026/140142-Improvement of electricity distribution infrastructure,Andhra Pradesh,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Balashowry Vallabbhaneni,MACHILIPATNAM,mprovement of electrical distribution infrastructure at Pedayadara of Machilipatnam Mandal in Krishna District,2024-09-10,381000.0,2026-02-06
2423,Normal/Others,"WS/MP405/2024-2025/140143-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Andhra Pradesh,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Balashowry Vallabbhaneni,MACHILIPATNAM,Construction of waiting shelter for patients at Primary Health Centre of China Pandraka of Kruthivennu Mandal,2024-09-10,499986.0,2025-01-20
2424,Normal/Others,WS/MP405/2025-2026/140144-Purchase of hospital equipment,Andhra Pradesh,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Balashowry Vallabbhaneni,MACHILIPATNAM,"Purchase of Real time micro PCR system for cancer van at GGH, Machilipatnam",2024-09-10,896000.0,2025-12-11
2425,Normal/Others,"WS/MP405/2024-2025/140145-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Balashowry Vallabbhaneni,MACHILIPATNAM,"Providing CC road from Ramalayam to Chukka Srinivasa Rao house in Kanigirilanka of Iluru GP, Thotlavallur Mandal in Krishna District",2024-09-10,1500000.0,2024-10-22
2426,Normal/Others,WS/MP517/2024-2025/140151-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install in block Barauli Ahir as par sr no 1,2,3,4,5,6,7,8,9,10",2024-09-10,2488890.0,2024-10-21
2427,Normal/Others,WS/MP517/2024-2025/140152-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"Pl see my letter no 7895 dated 27-8-2024 me prastavit high mast light install in block Barauli Ahir as par sr no 21,22,25,26,30,31,32,33,34,35",2024-09-10,2489182.0,2024-10-21
2428,Normal/Others,WS/MP517/2024-2025/140153-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"Pl see my letter no 7895 dated 27-8-2024 me prastavit high mast light install in block Barauli Ahir as par sr no 36,37,38,39,40,41,42,53,54,55",2024-09-10,2488890.0,2024-10-21
2429,Normal/Others,WS/MP719/2024-2025/140154-Construction of community centers and community halls,Rajasthan,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,Construction of Comunity Hall neat Teja place kadel,2024-09-10,299612.0,2024-11-28
2430,Normal/Others,WS/MP719/2024-2025/140155-Construction of community centers and community halls,Rajasthan,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,Construction of Teen shade and ladder in village rewat,2024-09-10,200000.0,2024-12-07
2431,Normal/Others,WS/MP517/2024-2025/140156-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"Pl see my letter no 7895 dated 27-8-2024 me prastavit high mast light install in block Akola as par sr no 11,12,13,15,23,51,52,58,59",2024-09-10,2240001.0,2024-10-21
2432,Normal/Others,WS/MP517/2024-2025/140157-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"Pl see my letter no 7895 dated 27-8-2024 me prastavit high mast light install in block Bichpuri as par sr no 14,16,17,18,19,20,24,27,28,29",2024-09-10,2489037.0,2024-10-21
2433,Normal/Others,WS/MP517/2024-2025/140158-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"Pl see my letter no 7895 dated 27-8-2024 me prastavit high mast light install in block Bichpuri as par sr no 43,44,45,46,47,48,49,50,56,57",2024-09-10,2239343.0,2024-10-21
2434,Normal/Others,WS/MP517/2024-2025/140159-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,Pl see my letter no 7895 dated 27-8-2024 me prastavit high mast light install in block Bichpuri as par sr no 60,2024-09-10,248596.0,2024-10-21
2435,Normal/Others,WS/MP479/2024-2025/140160-Street lights,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Street Light with Pole (Pole 6mtr, 18Watt, Battery 12.8V, 24 AH Lithium Ferro Battery, Module 75Wp Solar Panel) Total 25 Nos. x 38000/ each",2024-09-10,850498.0,2024-12-13
2436,Normal/Others,WS/MP479/2024-2025/140161-Lighting of public spaces,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Light with Pole (Lights 24Watt x 2, Pole 7mtr. Octagonal with Manual Ladder, Battery 12.8V,30A H Lithium ferro, Module 150Wp Solar Panel) Total 4 Nos. X 65000/ each",2024-09-10,259864.0,2024-12-13
2437,Normal/Others,WS/MP479/2024-2025/140162-Street lights,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Street Light with Pole (Pole 6mtr, 18Watt, Battery 12.8V, 24 AH Lithium Ferro Battery, Module 75Wp Solar Panel) Total 36 Nos. x 38000/ each",2024-09-10,1224105.0,2024-12-13
2438,Normal/Others,WS/MP479/2024-2025/140163-Street lights,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Street Light with Pole (Pole 6mtr, 18Watt, Battery 12.8V, 24 AH Lithium Ferro Battery, Module 75Wp Solar Panel) Total 22 Nos. x 38000/ each",2024-09-10,748139.0,2024-12-13
2439,Normal/Others,WS/MP479/2024-2025/140164-Street lights,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Street Light with Pole (Pole 6mtr, 18Watt, Battery 12.8V, 24 AH Lithium Ferro Battery, Module 75Wp Solar Panel) Total 49 Nos. x 38000/ each",2024-09-10,1663643.0,2024-12-13
2440,Normal/Others,WS/MP479/2024-2025/140165-Lighting of public spaces,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Light with Pole (Lights 24Watt x 2, Pole 7mtr. Octagonal with Manual Ladder, Battery 12.8V,30A H Lithium ferro, Module 150Wp Solar Panel) Total 2 Nos. X 65000/ each",2024-09-10,129932.0,2024-12-13
2441,Normal/Others,WS/MP479/2024-2025/140168-Lighting of public spaces,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),"Installation of Solar LED Light with Pole (Lights 24Watt x 2, Pole 7mtr. Octagonal with Manual Ladder, Battery 12.8V,30A H Lithium ferro, Module 150Wp Solar Panel) Total 4 Nos. X 65000/ each",2024-09-10,259864.0,2024-12-13
2442,Normal/Others,WS/MP18161/2024-2025/140180-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),shamshan ghat me shavdah grah v anya vikash karya gram baghai work agency gp jatoli Rathman,2024-09-10,600000.0,2025-01-07
2443,Normal/Others,WS/MP18161/2024-2025/140182-Construction of rooms and halls in school and colleges,Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),shesh baramda nirman karya rajkiya uchcha madhyamik school gram karhi,2024-09-10,300000.0,2024-12-12
2444,Normal/Others,"WS/MP18161/2024-2025/140183-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),interlocking/ cc nirman karya bhumiya baba par se main rasta ki or gram bharkau work agency gp dahra,2024-09-10,250000.0,2024-12-18
2445,Normal/Others,"WS/MP18161/2024-2025/140184-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),interlocking / cc kharnja nirman karya deepachand ke ghar se bhagwan singh ke ghar ki or gram dahra,2024-09-10,250000.0,2024-12-18
2446,Normal/Others,"WS/MP370/2024-2025/140197-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at Govt. U.P. School, Kusumura, GP-Kusumura, Block Balisankara",2024-09-20,480000.0,2024-12-05
2447,Normal/Others,"WS/MP370/2024-2025/140198-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at Govt. Primary School, Block Colony, GP-Balisankara, Block-Balisankara",2024-09-20,480000.0,2024-11-19
2448,Normal/Others,"WS/MP370/2024-2025/140199-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at Govt. U.P. School, Kendudihi, GP-Tildega, Block-Balisankara",2024-09-20,480000.0,2024-11-28
2449,Normal/Others,"WS/MP370/2024-2025/140200-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at Govt. U.P. School, Jadakudar, GP-Beheradihi, Block-Balisankara",2024-09-20,480000.0,2024-12-05
2450,Normal/Others,"WS/MP370/2024-2025/140201-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Computer Education project at Govt. U.P. School, Khampur, GP-Rampur, Block-Balisankara",2024-09-20,480000.0,2024-11-28
